,Level,Page,Question,question_type,A,B,C,D,Answer,Subject,Year,School,Exam,Number,Image,Image File
28,P6,8, &iLjadt mies smed Gurgnass afsseny?Ll. Gala VemeGugsgs Cerhsa GOAL sflansmumg. weblipsl GdHYSqGE Ceanal Oleuigsi,MCQ,-,-,-,-,-,,2014,tamil_2,SA1,28,No,-
29,P6,8,A. G iHome! es worMmoe sa rr) Sl a . lS,MCQ,-,-,-,-,-,,2014,tamil_2,SA1,29,No,-
30,P6,8, GdHayIsGb FLISEHSGO  Met QMmMienw creoreor? geact Head ysHenact Seupesat pL _imaresit3... Sauer Heks OHHHMUSM OAT .,MCQ,-,-,-,-,-,,2014,tamil_2,SA1,30,No,-
31,P6,8," Qeuyaot Canenlpsetee a . .- . . mm, ee ee ee eee)",MCQ,-,-,-,-,-,,2014,tamil_2,SA1,31,No,-
32,P6,8,-,MCQ,-,-,-,-,-,,2014,tamil_2,SA1,32,Yes,/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAAIBAQEBAQIBAQECAgICAgQDAgICAgUEBAMEBgUGBgYFBgYGBwkIBgcJBwYGCAsICQoKCgoKBggLDAsKDAkKCgr/2wBDAQICAgICAgUDAwUKBwYHCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgr/wAARCAAbAIIDASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD2b9sH/gpT/wAFDPGWva38dP2dfiXpXgT4IeGPFq+FNX1+fRBcT2N+GMbymN8tMikgkjg49K+gfgF/wVW8V/CXwT8XvAX7Y8i+I/Gnwd0FfEEWteGNMMEPinQpY0kt7xIlO2JyzKGHZd1fPni39mz9mL4leLfiH4A/Z30X9o7xn4DXxgt34x+GfhLTrZdDv9Z3lnh+3ztvgi3AMSq/w4716T4W/wCCSfxh8c/BT9oT4q/ETSLHw38Sfi/4cOk+FfB9tqjXMfhvSbYRi2s3n+7JOdgBPQ5xQBt6B/wWo/aa1X4DX/7Xen/sTaTrvw8toXmdNC+JNvLqdqjORG11ARuiGVAwfUisfTf+C1/7avibxR8LPBel/sEWOmTfGHD+D7rWPEuVniLEs5MeApWNXYepUDvXnf7Mn7D37WPiX4T/AB21DXv2Sbn4arrvwVsvDum+HdR1GBf7b1q1eQm+VE2rF5owc8EkjJNb9h+yp+1xF4u/YT8ReKfg+YZfhrYuvxG1R7+AReH0UlCr/vOAEYtleSaAPrr9t79vH4lfs6634D+BHwP+GWn+Mfi948uVMHhyW8kW0sLePHn3MzxHckSAO2eMlcd6+cPC3xk/b8/ai/4KZ/Ev9liT9pe5+Gtp4O8JW17BY6JoUF5A08gCtsecF2Bdhhj90cjpXb/Bie38Sf8ABe/4qahqepWc8lt8GNKk0qLcreZa3BG8xK2dkbugJ2kEs2Tnms/9m7Vorr/gv/8AHqHU/EVveyzfDLSIYnt4mHkqCM25xyzADOfagDzj/gm34M/bI/ail1X40/Gj/gp5450y08J/EK70WLQ0ezNtf/ZnIKyCZsoG4GVHzZxX6lrNDDAZJyqbQJZPNPyyKoySOSuMDPykD14zX5Pf8Esv+Cb37Lv7UGq/HD4h/Gfw9qOtXcXxQ1HTrOzbUrqCDT4WZgZLeKJwEmGdwdQCGAbtXn2sfEX9rfwd8Bv2zf8Agn18J/ibq2saZ8H5DJ4d13VtTN5qMelyNEz2hkLbw6xGQ7t27AOKAPa/jT8T/jF8bv8AgsL4o/Zw8H/8FC/EPw78H6Z8Ora9t49G1qy8ua82vvGyQ4Y5IJwckLzWL+wp4V/aN/bN8A33jP4v/wDBYrxzoupWXj3U9GsNF0PUdPs5L6K2lCI+Ocb1Hp82cZ5ruv2Xf2Wv+CJXib9j7w/8d9Q8EfDvU7fT/Cyz654ivdZY3iXCQoZ0fzZd+/zCcAj7xGOa+ZP2Ef2av+Cc3xO/YA+K3xr8a6D4b0HxFp/iTxDfeDddg19LLVbGzRi1s8ZLlzkgfKB82dvegD9Gv+ChH7beo/8ABPL9nzRG8MeF7zxn4117UIPD3gvSL6QrJqF8yhfNlcIA7YJd9pAwCR0r5V/bw+NP7fvww/ZD+Hnhr48/traD8Pvib45+JFtb6rdeCpI7OTRNLmABtsSBncpuyZCMcZyOo8V1r4jfG/4qfs7fsK/Gj9qefUtMWH4lNY3N9rMW9Z7QB47a9mPQNICifNz8+a9y+Afwv/Zo+I//AAUv/aH8Gf8ABQnw7o2peLp9Ztrz4f6b42ctEPD/AJLbZbR2IjEJYBiqMDxkjimlcDzT463fj7Rv28Phn+yhd/8ABYXxVrHgDxPoNxqfi7XY/FljbJaiEgxRNLGXBEqo33ivJzya/SH9hn4R/DP4K/CJ9C+Efx41z4i6Pd3D3drrmt+Ko9QkPLYRGQnEee5OfXjNfn3B+y1+wF+0t/wWH8OfDf8AZy+FXh3VfA3gHwPdT+PV0W0M2k3GoLuENsSWIYqWGAucc9q6L4N+Cr/4U/tsftQ/sW/sM3s+meC4fhLJqVh4fstQZ7XRtdnHItQWGxmyV2Ajbvz2oasBD+1n47/Z/wD2mv8Agr5b/BLx1+2LPoPgrSvAbXGrweHPGh01YdQQk7JJQDESCoyDkkfL1NfP/wAB7P8AYP8AFPxx+Mvw5/bA/wCCkvxFstE8Ka9j4da2nxEngS7snT55VaMN5237mSOh4xX0t/wSj+M3/BNH4b/sM22lfHLS/Avhjxr4PnuYPiTp3jm0tX1WW9Eh3znzQ8jh88FcnJ7VT/4Ip/AD4bftCfHP46ftj6r8HPD8/gfxT4lNl8O4Lzw7E1t/Z0ZyTCkkYChiMngA9aQHtPgjXv8AgmDa+C9IttE/bHvb6yj0u3W0vZvEVw73EQjUJIzGDLFhgknk5or7Ct/gV8KraBLa0+GXh2KKNAsUUeiwKqKBgAAJgADjFFAHyv4s/wCCCf7D/i/Wta1+71r4l6fceItYk1LVV0f4kahaRyzOCGwkUgG0gkY9DWXH/wAG937C8JLp4x+LpwMRwSfF3VNi/QGRgOmenUCvu0IgO4IM4xnHalwM5xQB8NaF/wAEBP2F9GvDdf2v8T7zIYNFf/FXUJkIZCh+UkZ4Y06z/wCCA/7A+j38erXJ8fX1tbTCdtM1D4i6jLbHackGMyYI46Y7CvuPAPUVFegNbMrDIPBB7jNAH57ftx/C74ifsNftV+DP+CinwP8ABt5rPhPTNGj8LfE7wtoVpJLcjTgyiG7U5yywoxY9cBTjrXr/AOzBL/wTz+K/xS139vD9n74iaPf69450mLT9Zv5tZhiMK27D92YW2vFKM8k88da+mtSjiuYfKuII5Fl2xypJGGDoSAVIPUEdq+Wv2gv+Caf7CvjnxkfFniH9m7Qv7RubyWS5ubF57QzOUOWcQSIGJ9SKAOM8T/Hn/gnf/wAEp/AXjHT/AIS+PNOvfFPjbVrjV7DwtZ63/aF/qurSggokcIJQcljkjhTWn/wSd/Y/+Ivw18JePfj5+0r4esk8c/GvxHLrWvaW8KlLe1aMLFD0yRsIVlPrzXrH7Pn/AATq/Ye+AMsPjv4QfszeF9E1rYkh1aCzMlwXORuMkjMxPPXOa91s7eCKdXjiAJLEkd88n8yAaAPnzX/+CUv/AAT48R69Nr+t/sjeEJLq5nM1yLW0lhhkckElokZY23EDcCORxzUGo/8ABJn9gbVPGdh8QLz9mXw2dS02EQwCC2dLRwGDqzQbyjbdoHIORx0NfSwVQMBR+VBVSclRn1xQB4R+2X+w98PP2x/2bNR/Z98V+VpMLqs+ganpVsVbSryMq0FzCB/q9jKp2rjIBGRnNfFXxU0w6D4K0n9nT/gqv+xFqPxC0zwzpcdloXxc+HttLfzXcSfu0eSC3Imt5WyN6+Y4IJOBya/Ue/AFq52jtnI96ztx5wAM4zhRzjpTTsB+cfgL9vP4SfCn4XX3wQ/4JY/8E8viDNqc0iQ6c914Hm0jTorlgENzdyy4J2Ely3JYoB3r3/8A4Jh/sKeK/wBkLwDrnir40eKbXX/iX8QdVOseN9ahtURknfJW3EhBaSFOik5OQK+pUiikj3PGpIxgkcjnPX61JbRqJhjP3ieSeuOtDdwPKfGX7Cn7JXxK8dxfFHx5+z/4T1XxBBJuTVrjR4ZJS+CCWyuHJBIyQevrXpeheGNK8OQW+laJYW1naW6EQ2NpbrHDEmMYVVAC/gK1SqsQWUHHTI6UoAAwBSAKKKKAP//Z /9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAAIBAQEBAQIBAQECAgICAgQDAgICAgUEBAMEBgUGBgYFBgYGBwkIBgcJBwYGCAsICQoKCgoKBggLDAsKDAkKCgr/2wBDAQICAgICAgUDAwUKBwYHCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgr/wAARCAAbAH4DASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD94vEXiGXw74f1HX0iNwLS1e4jgUfNJsXcwX+8Mema/H7xf/wVP/4Kka9+xhq//BQ/wt8V/h14c8GW/jWbSLfwfP4diknhWC7liASZpMys3lfc+9jtivoXwZ/wUT/4KcftW634l8W/sVfsefDfVfh/pHia70KK/wDGfjlrK/nuLabypPMiTPkp/skAnqARXmupfsW/tt3PjBvF9p/wSZ/ZxknudUTWjHdfEC/e3TUVLb5UtlzHuJdmztxQB7v+zv8A8FRPi1afFrwr+yx+278H7Twl498b6K2o+BvEOhXjXWheI0SIyOiOwBtZ1QEsrZVehIOBXXf8Efv2lvjl+1R+ytc/FT44eK7PV9Uk8Y6tYQy6daBYo4YbqaNE9+AnPSviH9p3WP8Agpl+1R+3r8G/gD4z+Fnwi8O+M/Acl94s02bw14iutRtbe0eMQtDfKI91skuwB8dd1V/+CUH/AAUz0H9kP9lTxD4X8f8A7L3jTU9G8M/ELUz4/wDHXhewW60jTXub6RsAM6sMKQeAeo9aAPsr/gpd+2/+0J8G/in8Lf2Uf2UV0Gz8e/FTV5bOHxB4h09riDR7aMrvn8pCRJjZNw39zgcjPz74T+OH/BXf9qb9p7xX+wRa/GXwJ4G1b4WEXniDx7oGiyySa3FcHEcZtW/dxHvkN056c11H7YvxM+GHxZ/4KQfsafF/4aa3Fqei6pe6tcWmtWLFkmiWBmMTk99zmt/9iDULv/h9R+1dYm9gFpNo3h4ramQBJNsBjGyI9dyKRweoyetNK4HX/sxft5/Hb4SftUw/8E+P+CgGt6TqvjnWtN/tfwN428MaSLOz1yy/efLJDlvJm/dPwQp46cjPL3f7V37c3/BQf40+M/hZ+wZ4n8PfD34d+BdVn0XW/iD4h0xb++1O/h/1kFrZbgVhHaU4z2JrjP28tZsvH/8AwXT/AGavh/4CSC48QeHPD9/q+szLAzSWtvJ5/ltKAMhfucHn9504OPkr4TfCfQvg9/wTU+O/7T+mePde0D4y+Evi/dQXdwNZntYob+PVESO2e3OMmWJ1by8FiDnHBp8qA+gPFXxO/wCCrn7N/wC0dY/sg/sx/te6Z8cvFdn4Ul17xpp/jXRIIv7OiSTdFiVHADOOQmd3tWp+yFr/APwUo/av+Bd3+1Z+zn/wUKfUvH8V5Na+LPhb4w8Lwro+m3luof7BERDvTIYHzPfrUv8AwSg+Oc/xN/4KX/GXxb8XPAVz4S8V+MPAPhu/s9L1tY2knSO2xNMhYh3RpOCq5PfGOa6f/ghz8VPDGpWv7UHxw8Ua7YaHoetftB315a6reXEVpZSxpbxoGiZiF2sykY9qfKgNTxp/wWN8U+Nf+CYXib9o74c6LaeHfiVo2vWfhO40rVEMkVrr1zPBDiIKCGULM74Y/wAHrXkw+Mn/AAUn+B37Wnh3/gmzqX7WEGuP8V/Dx1q0+IfiTTFn1TR45UcXENvEmEzEY2wJtxOPlzXzz8UdJj8a/CT9pT43/BHSpZvAOqftTeHZPCrYzZ6u0V2wNxZv905LL8/3PlHNfXn7W6xR/wDBdb9lC4uk8i6fwBd7I2CiVph9ryXOcOOOxI5HqMrlQF7xb4r/AGrP+CTXxz8AXvxu/ax8VfGD4V/EbxT/AGBrd/4zAN3ok867EkUxKFUeaNvp1PTmvWv+C4f7QjfB3/gnp4u1bw38R5dB1rVPslr4buLO/S3uLyWRw5WDkeZ8vJK5A7mvLf8Ag4q8SxeKv2fPh9+zLoWm3l3r/jf4o6W2mWtmheWBbdnd5WC843TLz7VwV94G/Z+1r/gs3rfwm/b18Mxarpcvwz0iP4UweNZTJp0lx5e25FukjLGtwx446U+VAec/Gvw7400Gf4I+Bbf/AILcfEHWLL4k6vLYeNdR/wCE4sZf7Fj8jztny4KDf8m6TC++K/Rr9gb4JXPwI8J6tcX37dXi/wCOdrfTRxw3viC/trxbAoCMRtb5HzYOee1fnh/wUB+H/wDwSn8N/wDBQ/4Dfs2eD/hh8PdPhXX7qX4oCzuFtLaK1lt9kEN1IjlI2Zv9rI74FXPB/jTwp+y9/wAFJ/GnwI/4JnT23/Cv5fh9b6nquh+D9TNzpdnqQmtwxj2M6K22Y8Bu5qWrAfZGq/8ABN/41/Bv44eN/jx+wj+0zb+BZ/iHqP8AaHijwr4h8PDUdLnu2Ta86jiWKRm+YlXxVSL9mz/gsN4gs7mz+KX/AAUI8D6dp7+Z51z4P+GiG4hz08s3TNivtb7Fbf8APL/x40G3hdAjxgqRyD3pAfjr+xx+1P8Aslfsa6N41/aI8IfAz4v+OrG71uXSPiP+0X4iigkvZJs7cfZvMLrH5vGxU2d845rlPiXo/gj4EfsUr/wTD/ZW+L+l/Fr4rftB+OLi+12+8PSqRY280ouRJeOp2RAQhI/mwfkPqK7v9v39hv8AZetfj5rXhfS/hvNp+k67qD3Gr6PpXiLULSyupTIG3vbwzrFnPP3a+7f2D/2I/wBk79nT4caV4w+CnwH0Dw/q+qWEUeoaraWxa5nXy8YMshZ+nHWgD5D8RaN+xX+z58WPgl+yp8O/gZ45+JXxY/Z+0JbzTPCngWYCLT3uV+ztJfXLlQ3HzYGT7VraN4//AGybH44eNvj7+zx/wR88WeGvin8RLOC1vfFHjTxzanTYUhjURtJGilk5L9B296+iP2Uvgl8L9B/ba+N3xZ0nwqsWv69HaxatefapmW4RRkKYmcxrzz8qivqCW0tTPDE1rEyzKfOVowd/HfPWmnYD5K/4J0fsC+NPgLq3iP8Aai/ar8R2nij42eP5d3iTW7ZR9n063/587Y8ssXsK6bxl/wAEk/2GviL8dNU/aB8a/CBr3VNav4b/AFfT5NQkGmXt9FGqR3clsG2vMAgBdhuJ5r6X8qP7Rt2DHpUm0eXtxxmjmYHz1+1l/wAE0v2TP2zNX0jxB8YPBV7DrGg2v2XTde8N6tLp16lt2t/NiwTGPQ0nxK/4Jh/sY/FH9n/Sv2YfEHwfit/BejXiXlppGkX0lsGnHVnZSDJnvur6C2jzunapMD0FF2B8L/8ABQLxH+yf+x/8BfAP7J2nfsyr4obxLr0Vn8OfhvoEKWyG9tG3rMZd2+JCf4mEtcHrOl/8FYvHnxS8L/tAT/8ABOD4H3HjPwzaNaaTrl/8Rbwiwt32bkjXZnPyjt2PrX3h4z/Z2+CPj74neHPi14x+Gumah4k8LCT/AIR7V7iImWwLYyY8HAPviu0NrBnHl4HoCaOZgfEP7Mf/AATu+NmsftNj9ub9vL4q2vizx7aQ+T4W8NaGGj0fwwvzfPErYMjcJzyea+jP2jP2O/2af2sdAt/Dn7QXwb0fxPb2DLJpjahCWktHX7picFWjb3DYr0uG2gU/LGOetT4HoKLsDwXwz/wTF/YR8L/DvVvhTZfss+E5dE8QOr67Dc6eJJL2Rfuu8rMZPyau5+Af7KP7PH7LeizeG/2evg9onhCwmctLDo1qEMpIUfMWBY/dXjNei0UN3A//2Q== 
33,P6,8,-,MCQ,-,-,-,-,-,,2014,tamil_2,SA1,33,No,-
34,P6,8,-,MCQ,-,-,-,-,-,,2014,tamil_2,SA1,34,Yes,/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAAIBAQEBAQIBAQECAgICAgQDAgICAgUEBAMEBgUGBgYFBgYGBwkIBgcJBwYGCAsICQoKCgoKBggLDAsKDAkKCgr/2wBDAQICAgICAgUDAwUKBwYHCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgr/wAARCAAfAFgDASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD97rSeJrVBHdkhx8uV5UNyoO08EYxk+lSR6haP88d2pUn75cFef4Rg9a/Pj/gmV4/+KvxC/bW/bK0nxX4s1nUNO0X4hyabodjcOXtrSNFkKxRAkhPlxwAK6L/ggDqni/xR+w1N4r8ceILzVNQv/G2smSW/v3uHhSK8kjSPLkkEBQR6ZoA+2NTm2vJKUfCqWfCcpwMFiG4GA3btX5ufDLwt4o/4LIftMeN/jT8SPHuuaT8CPhrrc/hrwd4U0PVGtYfENzAH+1Xl3KGBKByygjpsHPFN+FnxY8TeFP8AgrP+15Bb+P5b3StI+HNlqFnp97dyNDaTx2MjHyxnEY+4G24ySc12H7Afwvj8Gf8ABDae3hgtJb/Wvhx4h1i4udPvWKzz3NtdzqWlzuD5dWDDkHHORQBZ/aH/AOCVGm/Bv4Z6z8X/ANgL4y+N/AnjLRYRq2nxWviu7vLLVoYIy/2OaCUvhJAoBfJJJyOCAPc/+CZH7bGnft1/sn6D8abzRpNM1cZ0/wARafJC8f2e+hZkm+8q/KXRmBA+6y18Wf8ABMH/AIKS33wM/wCCdvhWXxV8C/i1430bQJL6Pxd4/wD7OE9jpCC4k3u8jMZJ0jVtp6/dNffMfx//AGV/h7+zqvx703xt4d0LwHqFq99a6xpsaW9tL50RYFAgG2YqCSpBbOadgOp+N3grw98Z/hV4k+G+o65LZWes6RNa3Wp2NyiyQQP8pdWDjaRliM/3fUV80/8ABMH9hz4KfsQxeI/Cnw5/azuviJNr0qvPYS6rauLNouv7i2YEyADBZsk4ya/Kv4W6/wDs2eJ/2IP2ifFH7RvjPxrZ/Eu88R3WofDuLWrzVoZJ7d7eNoI4Vzt8nc0jkHC/MeK+v/8AglN+zN/wSJg8O/Cb4ieGvjFBqXxZ8kX09wNZubSfUryUHfGYOBKisdo2nDBQxySaQH6tyavZ6fYSajqV/DbW9vGZp5ZpAixR9dzk8KAobOfSuYb9ov4Dx3M1pJ8afChmt4POuI18QwZRRt5I38ZLD8xXhP8AwVE/aE+Dfwj/AGUfHfgDxh8QdN0/xF4n8Dapa+GdBiV5bvVLkWs2yBIFyxy/mLkY5I5zX45+KPhl/wAE1vB3/BNz4VeJ/FekeIdM+MF14h0z/hYSXugahb3T2RuoxqEE8cvHkrFIPLOScx7lAquUD+hXQfi98LfFOrt4f8NfErQNSvkBLWdhrMMsowcHKoxPUGiviH9gL4E/8EZvCnx0i8R/saz6JF47i0kE263d4Ly4V23ecRc4MhYEHcMnmipA4P8AZc+L/wAKv2Lf29/2xdN+OPxUtPC9lq3iC18UaRbaw4ga7FxbqPOgJYB3DyeXtUZAUH3q/wD8G/vxx/Z+8GfsFWuneIPj14Qs9Sv/ABrr119kvfE1tFKFF9MUkYOwJDLjnvnPOa+6PiD+zP8ABP4u+IdJ8SfE74Q+HvEN/ojudOvdVsUleAsCC4LKSd2NuCeMZFc3f/sFfseavrem+KtS/Zb8DtdaTEY7WRdBt08hcD5Nix7ZQMAZf+6KAPin9laf4GfGb/grN+1+vw88YaRq+ka38PtLs5p9NuY5opTJbOt0kRVfm/e4DAHqPYVo/wDBMnxRfa//AMEUfG3wt1zXreK58FeHfFPhdo4w0M2mtDFexxo6887dpHsRjpX3h4A/Z6+DPwn1y+8TfDT4S6D4f1LVE/0y80jS4Ld7hFYOAxjUYySeB9a+O/iL8Mfjd/wTV/aD8dfGH4C/BKx8f/Cr4r6jJrPjTwoNahsrvRtTWJI5JoTcyiOeKdJG3RYA3DJB6kA5z/gi3L4Z1T/gi1MviqWI6Rd2fiiG8uJ5dsawNNdEg8AcnnOOOnavkL4W+CfiRo//AATK/Zr/AGiz4YvfFPgD4Y/G7VLnxZ4StrNrxLnR5Lq6RbvyOTO8SZ2hfl+YHqTX0T8W/jN+0r+358IrL9h/9h79l60+EfhXxQr2fi/xJqfiCzRtKsvMZZYoLe0kbe7gHLDOc89cV+hn7Lv7MXgP9ln9n3wz+zz4DsAul+G9NjtNsuGFwQMyO3qHfLYPQEDtVXA+Nv2+P+Cp37GXjL9irxvoPwB8XW3i7xlrvhc6do/hjSPD1xPfwTXYWNjJEsBMDRrI7EBuCpr5BvfjZ8Gvit/wSE+G/wCx/wDDfRrG7/aN00aVp3h/wtZ+FZ7XWdOuoJz/AKWzvGrwRtEEYszfMG3dCK/bPQ/ht4H8N6jLrPh/wJotheTOzS3djpkUUj5yOWVQTxxTF+FPw9HjBfH/APwgWiR64IfKXXI9KhF6sYGNgmC79uABjOMCpA/M/wCPvh+4/Y+/4KAfCv8Ab3/bM8M63rfh26+FsXhrXdR0uzbV7Twxr0ZSIS7YwSm5QZGlxkMTzxXGf8Fyf29Pg/8AtNfDbwb8Bv2Z7C/8dJ/wltjrfirXfDnhS+uRpFlDcgvHvSL92XUyMwBOdvPSv1w1DRNL12ym0vVtJtru0lUrLbXUKyRuvQgqwIOff1qPRPB2h6PbNBonh7T7SN5VLpbWiRhgAQAQoGRy35n1quYD8mv2ivEnw4/4KP8A7b/wB0H9haK8bV/AF0t146+Idto01h/Z2kwiB1smlKI8rFEkQqeAWxRX6zab4T0TQbia90nQLC0lunJmls7VI3l543lQC3AHX0HpRUgf/9k= 
35,P6,8,-,MCQ,-,-,-,-,-,,2014,tamil_2,SA1,35,No,-
36,P6,8,"A. Camu Car. Couch starugireoo . -_ *}, ly",MCQ,-,-,-,-,-,,2014,tamil_2,SA1,36,No,-
37,P6,8, Semt_eargy Aenoemt_wi Srp steer?fy_ ft Ff  wre =| Oe,MCQ,-,-,-,-,-,,2014,tamil_2,SA1,37,No,-
38,P6,8,-,MCQ,-,-,-,-,-,,2014,tamil_2,SA1,38,No,-
